Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,"On November 7, all 100 seats in the Virginia House of Delegates and all 40 seats in the Virginia Senate will be up for election. Do you plan to vote in the November general election?",How do you plan to vote in the general election?,"If the November 7 general election for the Virginia General Assembly were held today, which Party’s candidate would you most likely support?",Do you approve or disapprove of Governor Glenn Youngkin’s job performance?,Do you approve or disapprove of President Joe Biden’s job performance?,"Microschools, sometimes referred to as learning pods, is the reimagining of the one-room schoolhouse, where class sizes are usually fewer than 15 students of varying ages, and the schedule and curriculum are tailored to fit each individual class. Would you support or oppose micro-schools in your area?","School choice allows parents to use tax dollars designated for their child’s education to send their child to the public, private, or micro-school that they believe is best for their child. Do you support or oppose school choice?","Do you believe parents should have access to as many quality school options, such as public, private, charter, and hybrid-school models, for their child?","Recently, schools have been accused of excluding parents from their child’s education. Do you agree that parents should have a significant influence on their children’s education, or should they defer to teachers and administrators?","According to a 2014 study, a school choice program centered on tax credits found that students who didn’t utilize the choice options and remained in public schools suffered no adverse effects, and evidence suggests these students actually benefited from this program. Does knowing this make you more or less likely to support school choice?","Property taxes determine the bulk of local school district funding, meaning that areas with lower property values receive less local funding for their schools than more affluent districts. Knowing that a child’s residence determines the public school they are assigned to, are you more or less likely to support school choice?","According to a study, school choice improves residential home values. Does knowing this make you more or less likely to support school choice?",Statewide studies have shown that increased school choice options have positively affected test scores in reading and math. Does knowing this make you more or less likely to support school choice?,Are you more or less likely to support your state delegate or state senator if they voted for school choice?,"Education Savings Accounts are taxpayer funds allocated for a student’s education and can be used for any education-related expenses – including online homeschool programs, private school tuition, tutoring, and school supplies. Do you support or oppose Education Savings Accounts?",School voucher programs assist low-income families by allowing for public education funds to pay for a child’s tuition at a school of their choice. Do you support school voucher programs?,"Intra-district school choice allows families to choose any school in their district, whereas inter-district school choice allows families to choose from any school in a defined region or statewide. Would you support either of these options?","Do you personally identify with this statement: “I used to have doubts about school choice, but I am more open to the idea of creating an option for kids who are struggling.”",Do you think Virginia has enough school choice options for families working to educate their children?,Do you agree or disagree with the following statement: “School choice is a partisan issue.”,"Virginia Republicans have proposed a plan that would allow for abortions until 15 weeks of pregnancy. After 15 weeks, abortions would still be allowed in cases of rape, incest, and the life of the mother. Do you support this plan?",Do you support building a casino in Richmond?,What ideology is most in line with your views?,What is the highest level of education you have completed so far?,What is your age?,Are you male or female?,What is your Race?,What Party do you most align with?,Completion Code
288,10/8/23 11:10,10/8/23 11:10,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=bfun,1696707009_6521b1c1e05ec7.93602896,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,72.218.142.97,-76.30079651,36.86220169,United States,Norfolk,VA,23507,Yes,Vote early in person,Democrat,Disapprove,Approve,Oppose,Oppose,No,Parents should defer to teachers and administrators,Less likely,Less likely,Less likely,Less likely,Less likely,Oppose,No,"Yes, I just support inter-district school choice",No,"Yes, there are enough choices already",Agree,Oppose,Yes,Moderate,College,65 or older,Male,African American,Democrat,bfun
289,10/7/23 14:40,10/7/23 14:40,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=vgni,1696707425_6521b361284917.89624304,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,209.42.156.24,-76.90920258,37.91759872,United States,Tappahannock,VA,22560,Yes,Vote on Election Day,Democrat,Disapprove,Disapprove,Unsure,Unsure,Yes,Parents should defer to teachers and administrators,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Unsure,Unsure,Unsure,No,"No, families should have more choices",Disagree,Oppose,No,Liberal,College,45 – 54,Female,Other,Democrat,vgni
290,10/7/23 14:41,10/7/23 14:41,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=acfb,1696707419_6521b35ba8cc02.05393135,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.7 Mobile/15E148 DuckDuckGo/7 Safari/605.1.15",,73.177.180.51,-77.47000122,37.49280167,United States,Richmond,VA,23224,Yes,Vote early in person,,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,Makes no difference,Makes no difference,More likely,Support,Yes,"Yes, I support both",No,"No, families should have more choices",Agree,Support,No,,,,,,,acfb
291,10/7/23 14:41,10/7/23 14:41,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=hkve,1696707429_6521b365871b80.56638848,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,173.67.245.58,-77.4838028,37.56349945,United States,Richmond,VA,23221,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Unsure,Oppose,No,Parents should defer to teachers and administrators,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Less likely,Support,Unsure,"Yes, I just support intra-district school choice",No,Unsure,Agree,Oppose,Yes,Moderate,Graduate degree or higher,45 – 54,Male,African American,Democrat,hkve
292,10/7/23 14:42,10/7/23 14:42,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=gfjp,1696707396_6521b344900d31.92085991,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,172.59.65.146,-97.8219986,37.75099945,United States,,,,I already voted,Vote early in person,Democrat,Disapprove,Approve,Unsure,Oppose,Yes,,Makes no difference,Makes no difference,Makes no difference,Less likely,Less likely,Oppose,No,"Yes, I just support intra-district school choice",No,"Yes, there are enough choices already",Disagree,Oppose,No,Moderate,Graduate degree or higher,65 or older,Male,African American,Democrat,gfjp
293,10/7/23 14:42,10/7/23 14:42,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=tqvu,1696707425_6521b3614e4a79.59092113,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",,129.222.217.33,-97.8219986,37.75099945,United States,,,,Yes,Vote on Election Day,Republican,,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,Makes no difference,More likely,More likely,Unsure,Yes,"Yes, I support both",Yes,"No, families should have more choices",Disagree,Support,Yes,Moderate,Graduate degree or higher,35 – 44,Female,White,Republican,tqvu
294,10/7/23 14:42,10/7/23 14:42,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=cusu,1696707493_6521b3a54678b8.90125185,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,172.56.221.199,-97.8219986,37.75099945,United States,,,,Yes,Vote on Election Day,Republican,Approve,Disapprove,Oppose,Support,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",No,"No, families should have more choices",Disagree,Oppose,No,Moderate,High School,55 – 64,Female,White,Republican,cusu
295,10/7/23 15:11,10/7/23 15:11,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=gzep,1696707389_6521b33d4f6553.79287368,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1",,72.218.228.23,-76.2826004,36.91350174,United States,Norfolk,VA,23505,Yes,Vote early in person,Democrat,Approve,Disapprove,Unsure,Oppose,Yes,Parents should defer to teachers and administrators,More likely,More likely,More likely,More likely,Makes no difference,Support,Yes,"Yes, I support both",Yes,Unsure,Unsure,Support,Unsure,Moderate,College,55 – 64,Female,African American,Independent,gzep
296,10/7/23 15:11,10/7/23 15:11,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=zlmm,1696707523_6521b3c3388483.43542157,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/114.0.5735.124 Mobile/15E148 Safari/604.1",,70.110.27.29,-77.14569855,38.84640121,United States,Falls Church,VA,22041,Yes,Vote early in person,Republican,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Disagree,Support,Yes,Moderate,College,18 – 34,Male,White,Republican,zlmm
297,10/7/23 14:43,10/7/23 14:43,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=pfsm,1696707457_6521b381398fc1.27908554,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,174.193.88.20,-97.8219986,37.75099945,United States,,,,Yes,Vote on Election Day,Republican,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,More likely,Support,No,"Yes, I support both",Yes,"No, families should have more choices",Agree,Support,No,Conservative,Graduate degree or higher,45 – 54,Male,,Republican,pfsm
298,10/7/23 14:43,10/7/23 14:43,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=ciax,1696707608_6521b41848e6d5.76964130,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1",,97.128.145.74,-97.8219986,37.75099945,United States,,,,Yes,Vote on Election Day,Republican,Approve,Disapprove,Support,Support,Yes,Parents should defer to teachers and administrators,More likely,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"Yes, there are enough choices already",Disagree,Support,Yes,Conservative,College,65 or older,Male,White,Independent,ciax
299,10/7/23 14:44,10/7/23 14:44,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=izal,1696707593_6521b4091eeba7.11097210,"Mozilla/5.0 (Linux; Android 12; SAMSUNG SM-A015V) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/20.0 Chrome/106.0.5249.126 Mobile Safari/537.36",,174.193.84.37,-97.8219986,37.75099945,United States,,,,Yes,Vote on Election Day,Republican,Approve,Disapprove,Oppose,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,Makes no difference,More likely,More likely,Oppose,No,"Yes, I support both",Yes,"No, families should have more choices",Disagree,Support,No,Conservative,College,65 or older,Female,White,Republican,izal
300,10/7/23 14:44,10/7/23 14:44,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=qkbj,1696707521_6521b3c1712b54.87381648,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,73.152.150.34,-77.76570129,38.33480072,United States,Locust Grove,VA,22508,Yes,Vote early in person,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,More likely,More likely,More likely,Support,Unsure,"Yes, I just support inter-district school choice",No,"No, families should have more choices",Disagree,Oppose,Yes,Moderate,High School,65 or older,Female,White,Republican,qkbj
301,10/7/23 14:44,10/7/23 14:44,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=geii,1696707549_6521b3dd9f2418.54677671,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,174.196.129.198,-77.2806015,38.79130173,United States,Burke,VA,22015,Yes,Undecided,Republican,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",No,"No, families should have more choices",Disagree,Support,Yes,Conservative,High School,35 – 44,Male,White,Republican,geii
302,10/7/23 14:45,10/7/23 14:45,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=qbab,1696707634_6521b4324461c8.99200755,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,172.56.33.67,-73.9559021,40.64619827,United States,Brooklyn,NY,11226,Yes,Vote early in person,Republican,Approve,Disapprove,,Support,Yes,Parents should have a significant influence,,More likely,More likely,More likely,More likely,Support,Unsure,Unsure,No,"Yes, there are enough choices already",Agree,Support,Unsure,Conservative,College,65 or older,Female,White,Republican,qbab
303,10/7/23 14:46,10/7/23 14:46,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=ldxy,1696706610_6521b03267f9e0.52170525,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,68.238.17.46,-77.42389679,37.57020187,United States,Richmond,VA,23222,Yes,Vote early by mail,Democrat,Disapprove,Disapprove,Oppose,Oppose,Yes,Parents should have a significant influence,Less likely,Less likely,More likely,More likely,Makes no difference,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Agree,Support,Yes,Liberal,Graduate degree or higher,65 or older,Female,Other,Democrat,ldxy
304,10/7/23 14:46,10/7/23 14:46,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=neod,1696707813_6521b4e5accdc6.43384973,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,69.140.150.177,-76.98770142,38.81159973,United States,Oxon Hill,MD,20745,Yes,Vote on Election Day,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,More likely,More likely,More likely,Support,Yes,"Yes, I support both",No,"No, families should have more choices",Agree,Unsure,Yes,Conservative,Graduate degree or higher,65 or older,Male,White,Republican,neod
305,10/7/23 14:46,10/7/23 14:46,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=pdzm,1696707884_6521b52cac8c35.56546289,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,172.58.191.85,-76.97579956,38.92670059,United States,Washington,DC,20018,No,Undecided,,,Disapprove,,,,,,,,,,,,,,,,,,,Graduate degree or higher,,Female,Other,Other,pdzm
306,10/7/23 14:47,10/7/23 14:47,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=yjrf,1696707572_6521b3f43dc331.98335449,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15",,172.56.32.27,-73.9559021,40.64619827,United States,Brooklyn,NY,11226,Yes,Vote early in person,Democrat,Disapprove,Approve,Unsure,Oppose,No,Parents should defer to teachers and administrators,Less likely,Makes no difference,Less likely,Less likely,Less likely,Oppose,No,"No, I oppose both school choice options",No,"Yes, there are enough choices already",Disagree,Unsure,No,Moderate,College,65 or older,Male,White,Independent,yjrf
307,10/7/23 14:47,10/7/23 14:47,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=klqd,1696707739_6521b49b11b2c3.72544700,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,98.166.149.223,-76.45020294,37.12350082,United States,Yorktown,VA,23693,Yes,Vote early in person,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Disagree,Support,No,Conservative,High School,55 – 64,Male,White,Independent,klqd
308,10/7/23 14:47,10/7/23 14:47,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=iycd,1696707630_6521b42e81ee84.71094198,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,70.174.79.204,-76.16239929,36.83660126,United States,Virginia Beach,VA,23462,Yes,Vote on Election Day,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",No,Unsure,Disagree,Oppose,Unsure,Conservative,College,55 – 64,Female,White,Republican,iycd
309,10/7/23 14:48,10/7/23 14:48,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=mndn,1696707807_6521b4dfb48ae9.51931649,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,173.66.178.28,-77.2385025,38.77410126,United States,Springfield,VA,22152,Yes,Vote on Election Day,Republican,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Unsure,Unsure,"Yes, I support both",No,Unsure,Disagree,Oppose,No,Moderate,Graduate degree or higher,35 – 44,Male,Other,Other,mndn
310,10/7/23 14:49,10/7/23 14:49,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=rsgz,1696707677_6521b45dc41373.44922907,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",,96.228.21.128,-77.4838028,37.56349945,United States,Richmond,VA,23221,Yes,Vote early in person,Democrat,Disapprove,Approve,Unsure,Oppose,Yes,Parents should defer to teachers and administrators,Makes no difference,Less likely,More likely,More likely,Makes no difference,Support,Yes,Unsure,Yes,"Yes, there are enough choices already",Disagree,Oppose,No,Liberal,Graduate degree or higher,35 – 44,Male,White,Democrat,rsgz
311,10/7/23 16:35,10/7/23 16:35,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=qzxb,1696708076_6521b5ecdf0519.05331058,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",,166.216.165.90,-76.98690033,39.56930161,United States,Westminster,MD,21157,Yes,Vote early in person,Republican,Approve,Disapprove,Oppose,Support,Unsure,Unsure,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Unsure,Yes,"No, I oppose both school choice options",No,"Yes, there are enough choices already",Unsure,Support,No,Conservative,Graduate degree or higher,55 – 64,Female,Hispanic,Republican,qzxb
312,10/7/23 16:30,10/7/23 16:30,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=jejk,1696708050_6521b5d2b026a0.22609342,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",,184.170.78.189,-78.82129669,37.35380173,United States,Appomattox,VA,24522,Yes,Vote early by mail,Republican,Disapprove,Disapprove,Support,Support,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,Makes no difference,More likely,Makes no difference,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Disagree,Support,Yes,Conservative,Graduate degree or higher,18 – 34,Female,White,Republican,jejk
313,10/7/23 14:50,10/7/23 14:50,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=kfmm,1696708048_6521b5d05b2e47.72691536,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,73.177.166.80,-77.39420319,37.5503006,United States,Richmond,VA,23223,Yes,I already voted,Democrat,Disapprove,Approve,Oppose,Oppose,No,Parents should defer to teachers and administrators,Less likely,Makes no difference,Makes no difference,Makes no difference,Less likely,Oppose,No,"No, I oppose both school choice options",No,"Yes, there are enough choices already",Agree,Oppose,No,Liberal,Graduate degree or higher,35 – 44,Male,White,Democrat,kfmm
314,10/7/23 14:51,10/7/23 14:51,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=esib,1696708065_6521b5e14eb6a2.49269374,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,73.12.40.102,-77.46019745,37.55369949,United States,Richmond,VA,23220,Yes,Vote early in person,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,More likely,More likely,More likely,Support,Yes,Unsure,Yes,"No, families should have more choices",Disagree,Support,No,Conservative,College,65 or older,Female,White,Independent,esib
315,10/8/23 9:18,10/8/23 9:18,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=qwfk,1696707934_6521b55e7ed888.19953828,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",,74.110.142.187,-77.4838028,37.56349945,United States,Richmond,VA,23221,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Oppose,Oppose,Yes,Parents should defer to teachers and administrators,Less likely,Makes no difference,Makes no difference,Makes no difference,Less likely,Oppose,No,Unsure,No,"Yes, there are enough choices already",Disagree,Oppose,Yes,Liberal,Graduate degree or higher,35 – 44,Female,White,Independent,qwfk
316,10/7/23 14:52,10/7/23 14:52,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=lhjk,1696708107_6521b60be02352.81417398,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,173.53.68.139,-77.4838028,37.56349945,United States,Richmond,VA,23221,Yes,Vote on Election Day,Republican,Approve,Disapprove,Support,Support,Yes,Unsure,More likely,More likely,Makes no difference,More likely,More likely,Unsure,Yes,"Yes, I support both",No,"No, families should have more choices",Agree,Support,Yes,Moderate,College,18 – 34,Male,White,Other,lhjk
317,10/7/23 14:52,10/7/23 14:52,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=nael,1696708107_6521b60be95dd8.60449879,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,96.228.18.208,-77.4838028,37.56349945,United States,Richmond,VA,23221,Yes,Vote early in person,,Disapprove,Disapprove,Unsure,Oppose,Yes,Parents should have a significant influence,Makes no difference,More likely,Makes no difference,More likely,Makes no difference,Unsure,Yes,Unsure,Yes,Unsure,Agree,Oppose,No,Moderate,Graduate degree or higher,55 – 64,Male,White,Independent,nael
318,10/8/23 6:43,10/8/23 6:43,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=tuuc,1696707964_6521b57ce12758.03623202,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,184.20.76.160,-97.8219986,37.75099945,United States,,,,Yes,Vote on Election Day,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I just support intra-district school choice",Yes,Unsure,Agree,Support,No,Conservative,College,55 – 64,Female,White,Republican,tuuc
319,10/7/23 14:54,10/7/23 14:54,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=qpuv,1696708197_6521b665b231d3.73361300,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,146.168.169.204,-77.09980011,37.72019958,United States,King William,VA,23086,Yes,Vote early in person,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Disagree,Support,Yes,Conservative,College,65 or older,Female,White,Republican,qpuv
320,10/7/23 14:55,10/7/23 14:55,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=tnsj,1696708232_6521b688bb9ab3.71457966,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",,68.131.40.122,-76.09760284,36.83750153,United States,Virginia Beach,VA,23452,I already voted,I already voted,Democrat,Disapprove,Approve,Unsure,Support,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"Yes, there are enough choices already",Unsure,Oppose,Yes,Moderate,High School,65 or older,Female,Other,Democrat,tnsj
321,10/7/23 14:55,10/7/23 14:55,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=rsxg,1696708337_6521b6f1bd42e7.42295911,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",,104.28.39.73,-97.8219986,37.75099945,United States,,,,Yes,Vote early in person,Democrat,Disapprove,Approve,Unsure,Oppose,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Less likely,Oppose,Unsure,Unsure,No,Unsure,Agree,Oppose,Unsure,Liberal,Graduate degree or higher,45 – 54,Male,White,Democrat,rsxg
322,10/7/23 14:56,10/7/23 14:56,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=vmni,1696705555_6521ac13e372c9.85191322,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,174.242.69.178,-71.08820343,42.39120102,United States,Somerville,MA,2145,Yes,Vote on Election Day,Republican,Approve,Disapprove,Unsure,Unsure,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Support,No,"Yes, I just support intra-district school choice",Yes,Unsure,Unsure,Oppose,No,Moderate,Graduate degree or higher,65 or older,Female,White,Republican,vmni
323,10/7/23 14:56,10/7/23 14:56,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=hlgq,1696708441_6521b7591b3935.03124106,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,174.206.36.252,-78.40850067,38.09949875,United States,Charlottesville,VA,22911,Yes,Vote on Election Day,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,More likely,More likely,More likely,,,,,,,,,,,,,,,,,hlgq
324,10/7/23 14:56,10/7/23 14:56,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=lpgb,1696708290_6521b6c2d5aec6.01658817,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G950U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/20.0 Chrome/106.0.5249.126 Mobile Safari/537.36",,172.58.227.173,-73.92350006,40.70349884,United States,Brooklyn,NY,11237,Yes,Vote early in person,Democrat,Disapprove,Approve,Unsure,Unsure,Unsure,Parents should defer to teachers and administrators,Makes no difference,,,,,,,,,,,,,,,65 or older,Male,White,Democrat,lpgb
